timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1760369196127,1598,Take a vote,200,OK,Thread Group 1-59,text,true,,1110,329,54,54,http://localhost:9000/invoice/calculate,,1598,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196067,1670,Take a vote,200,OK,Thread Group 1-53,text,true,,1110,329,52,52,http://localhost:9000/invoice/calculate,,1670,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196047,1690,Take a vote,200,OK,Thread Group 1-51,text,true,,1110,329,52,52,http://localhost:9000/invoice/calculate,,1690,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,2
1760369195998,1748,Take a vote,200,OK,Thread Group 1-46,text,true,,1110,329,50,50,http://localhost:9000/invoice/calculate,,1748,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196247,1501,Take a vote,200,OK,Thread Group 1-71,text,true,,1110,329,50,50,http://localhost:9000/invoice/calculate,,1501,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196018,1731,Take a vote,200,OK,Thread Group 1-48,text,true,,1110,329,48,48,http://localhost:9000/invoice/calculate,,1731,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196097,1659,Take a vote,200,OK,Thread Group 1-56,text,true,,1110,329,47,47,http://localhost:9000/invoice/calculate,,1658,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196038,1721,Take a vote,200,OK,Thread Group 1-50,text,true,,1110,329,46,46,http://localhost:9000/invoice/calculate,,1721,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196288,1473,Take a vote,200,OK,Thread Group 1-75,text,true,,1110,329,45,45,http://localhost:9000/invoice/calculate,,1473,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196257,1509,Take a vote,200,OK,Thread Group 1-72,text,true,,1110,329,44,44,http://localhost:9000/invoice/calculate,,1509,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196176,1592,Take a vote,200,OK,Thread Group 1-64,text,true,,1110,329,43,43,http://localhost:9000/invoice/calculate,,1592,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196217,1553,Take a vote,200,OK,Thread Group 1-68,text,true,,1110,329,43,43,http://localhost:9000/invoice/calculate,,1553,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196237,1535,Take a vote,200,OK,Thread Group 1-70,text,true,,1110,329,42,42,http://localhost:9000/invoice/calculate,,1535,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196277,1496,Take a vote,200,OK,Thread Group 1-74,text,true,,1110,329,41,41,http://localhost:9000/invoice/calculate,,1496,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196227,1550,Take a vote,200,OK,Thread Group 1-69,text,true,,1110,329,39,39,http://localhost:9000/invoice/calculate,,1550,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196116,1663,Take a vote,200,OK,Thread Group 1-58,text,true,,1110,329,38,38,http://localhost:9000/invoice/calculate,,1663,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196207,1575,Take a vote,200,OK,Thread Group 1-67,text,true,,1110,329,38,38,http://localhost:9000/invoice/calculate,,1575,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,0
1760369196008,1775,Take a vote,200,OK,Thread Group 1-47,text,true,,1110,329,38,38,http://localhost:9000/invoice/calculate,,1775,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196086,1724,Take a vote,200,OK,Thread Group 1-55,text,true,,1110,329,35,35,http://localhost:9000/invoice/calculate,,1724,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,1
1760369196157,1659,Take a vote,200,OK,Thread Group 1-62,text,true,,1110,329,34,34,http://localhost:9000/invoice/calculate,,1659,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,0
1760369196136,1691,Take a vote,200,OK,Thread Group 1-60,text,true,,1110,329,33,33,http://localhost:9000/invoice/calculate,,1691,UTF-8,1,0,santiago-ThinkPad-E14-Gen-5,0,0
1760369196058,1773,Take a vote,200,OK,Thread Group 1-52,text,false,"Value in json path '$.tally' expected to be '{""14499.75"": 3}', but found '{""14499.75"":2,""-1399.98"":1}'",1123,329,32,32,http://localhost:9000/invoice/calculate,,1773,UTF-8,1,1,santiago-ThinkPad-E14-Gen-5,0,1
